filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
split1_0060.JPG,953552,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[735,1169,1588,1590,1171],""all_points_y"":[553,7,13,272,868]}","{}"
split1_0060.JPG,953552,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1219,1597,1595,1472],""all_points_y"":[904,393,919,1077]}","{}"
split1_0060.JPG,953552,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[13,1318,1199,10],""all_points_y"":[137,1106,1285,1284]}","{}"
split1_0070.JPG,965644,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[119,12,31,181,441,672],""all_points_y"":[12,142,409,470,305,36]}","{}"
split1_0070.JPG,965644,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[311,702,1395,760],""all_points_y"":[619,928,12,7]}","{}"
split1_0070.JPG,965644,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[780,1342,1575,1595,1183],""all_points_y"":[969,156,366,701,1265]}","{}"
split1_0070.JPG,965644,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1592,1259,1587],""all_points_y"":[875,1282,1292]}","{}"
split1_0070.JPG,965644,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[7,1020,10],""all_points_y"":[510,1280,1292]}","{}"
split1_0080.JPG,949266,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[285,8,3],""all_points_y"":[2,305,5]}","{}"
split1_0080.JPG,949266,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[340,5,30,154,386,951],""all_points_y"":[2,434,714,840,757,25]}","{}"
split1_0080.JPG,949266,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[1025,296,717,1592,1577],""all_points_y"":[8,952,1269,99,2]}","{}"
split1_0080.JPG,949266,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1587,803,1411,1592],""all_points_y"":[151,1289,1282,1095]}","{}"
split1_0080.JPG,949266,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[7,553,8],""all_points_y"":[841,1285,1284]}","{}"
split1_0090.JPG,945160,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[12,502,8],""all_points_y"":[639,3,3]}","{}"
split1_0090.JPG,945160,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[576,15,53,172,477,1188],""all_points_y"":[2,798,1068,1148,986,10]}","{}"
split1_0090.JPG,945160,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[1284,333,990,1588,1580],""all_points_y"":[8,1285,1285,404,17]}","{}"
split1_0090.JPG,945160,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1587,1055,1582],""all_points_y"":[497,1289,1294]}","{}"
split1_0090.JPG,945160,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[5,179,13],""all_points_y"":[1128,1290,1289]}","{}"
split1_0100.JPG,941184,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[166,13,10,760],""all_points_y"":[7,212,994,12]}","{}"
split1_0100.JPG,941184,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[838,15,10,545,1429],""all_points_y"":[7,1145,1279,1279,83]}","{}"
split1_0100.JPG,941184,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1474,623,1287,1587,1590],""all_points_y"":[106,1289,1280,886,157]}","{}"
split1_0100.JPG,941184,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1575,1370,1592],""all_points_y"":[954,1289,1294]}","{}"
split1_0110.JPG,960977,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[389,5,5,123,997],""all_points_y"":[17,557,1292,1284,40]}","{}"
split1_0110.JPG,960977,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[343,12,10],""all_points_y"":[15,460,5]}","{}"
split1_0110.JPG,960977,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[1037,194,889,1486],""all_points_y"":[113,1284,1272,401]}","{}"
split1_0110.JPG,960977,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1481,919,1567,1587],""all_points_y"":[485,1294,1285,515]}","{}"
split1_0110.JPG,960977,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[1024,1578,1588],""all_points_y"":[20,414,7]}","{}"
split1_0120.JPG,968900,"{}",8,0,"{""name"":""polygon"",""all_points_x"":[575,7,7,421,1030],""all_points_y"":[98,946,1285,1290,406]}","{}"
split1_0120.JPG,968900,"{}",8,1,"{""name"":""polygon"",""all_points_x"":[523,10,10],""all_points_y"":[60,863,12]}","{}"
split1_0120.JPG,968900,"{}",8,2,"{""name"":""polygon"",""all_points_x"":[1083,479,1141,1525],""all_points_y"":[464,1279,1284,782]}","{}"
split1_0120.JPG,968900,"{}",8,3,"{""name"":""polygon"",""all_points_x"":[1539,1211,1580,1590],""all_points_y"":[836,1287,1290,855]}","{}"
split1_0120.JPG,968900,"{}",8,4,"{""name"":""polygon"",""all_points_x"":[543,1575,1580,649],""all_points_y"":[2,742,677,7]}","{}"
split1_0120.JPG,968900,"{}",8,5,"{""name"":""polygon"",""all_points_x"":[691,1585,1580,934],""all_points_y"":[2,649,470,0]}","{}"
split1_0120.JPG,968900,"{}",8,6,"{""name"":""polygon"",""all_points_x"":[986,1582,1585,1126],""all_points_y"":[7,441,348,5]}","{}"
split1_0120.JPG,968900,"{}",8,7,"{""name"":""polygon"",""all_points_x"":[1257,1592,1592],""all_points_y"":[18,258,12]}","{}"
split1_0130.JPG,935960,"{}",8,0,"{""name"":""polygon"",""all_points_x"":[137,8,20,563],""all_points_y"":[157,336,1237,426]}","{}"
split1_0130.JPG,935960,"{}",8,1,"{""name"":""polygon"",""all_points_x"":[593,60,706,1070],""all_points_y"":[479,1280,1289,795]}","{}"
split1_0130.JPG,935960,"{}",8,2,"{""name"":""polygon"",""all_points_x"":[1115,827,1456,1530],""all_points_y"":[873,1287,1279,1141]}","{}"
split1_0130.JPG,935960,"{}",8,3,"{""name"":""polygon"",""all_points_x"":[209,245,1580,1545],""all_points_y"":[156,119,1055,1100]}","{}"
split1_0130.JPG,935960,"{}",8,4,"{""name"":""polygon"",""all_points_x"":[305,417,1572,1582],""all_points_y"":[88,5,830,1007]}","{}"
split1_0130.JPG,935960,"{}",8,5,"{""name"":""polygon"",""all_points_x"":[525,1588,1575,644],""all_points_y"":[28,812,651,2]}","{}"
split1_0130.JPG,935960,"{}",8,6,"{""name"":""polygon"",""all_points_x"":[750,1590,1588,959],""all_points_y"":[36,626,447,7]}","{}"
split1_0130.JPG,935960,"{}",8,7,"{""name"":""polygon"",""all_points_x"":[1043,1585,1590,1592],""all_points_y"":[23,421,270,17]}","{}"
split1_0140.JPG,957527,"{}",9,0,"{""name"":""polygon"",""all_points_x"":[154,548,215,10,8],""all_points_y"":[527,833,1279,1277,649]}","{}"
split1_0140.JPG,957527,"{}",9,1,"{""name"":""polygon"",""all_points_x"":[583,278,896,999],""all_points_y"":[846,1287,1275,1126]}","{}"
split1_0140.JPG,957527,"{}",9,2,"{""name"":""polygon"",""all_points_x"":[282,224,1441,1577],""all_points_y"":[285,411,1285,1212]}","{}"
split1_0140.JPG,957527,"{}",9,3,"{""name"":""polygon"",""all_points_x"":[353,311,1564,1572,1053],""all_points_y"":[181,248,1171,1025,628]}","{}"
split1_0140.JPG,957527,"{}",9,4,"{""name"":""polygon"",""all_points_x"":[460,383,1570,1585,1135,765],""all_points_y"":[43,146,967,817,467,224]}","{}"
split1_0140.JPG,957527,"{}",9,5,"{""name"":""polygon"",""all_points_x"":[527,707,1577,1575],""all_points_y"":[36,3,601,764]}","{}"
split1_0140.JPG,957527,"{}",9,6,"{""name"":""polygon"",""all_points_x"":[813,1053,1588,1585],""all_points_y"":[5,8,402,578]}","{}"
split1_0140.JPG,957527,"{}",9,7,"{""name"":""polygon"",""all_points_x"":[1106,1282,1592,1592],""all_points_y"":[2,3,243,376]}","{}"
split1_0140.JPG,957527,"{}",9,8,"{""name"":""polygon"",""all_points_x"":[1582,1313,1590],""all_points_y"":[5,5,214]}","{}"
split1_0150.JPG,976700,"{}",11,0,"{""name"":""polygon"",""all_points_x"":[174,12,10,429,548],""all_points_y"":[883,974,1267,1277,1133]}","{}"
split1_0150.JPG,976700,"{}",11,1,"{""name"":""polygon"",""all_points_x"":[623,560,730],""all_points_y"":[1206,1284,1287]}","{}"
split1_0150.JPG,976700,"{}",11,2,"{""name"":""polygon"",""all_points_x"":[232,199,805,871],""all_points_y"":[813,851,1287,1270]}","{}"
split1_0150.JPG,976700,"{}",11,3,"{""name"":""polygon"",""all_points_x"":[300,234,952,1189],""all_points_y"":[644,767,1292,1287]}","{}"
split1_0150.JPG,976700,"{}",11,4,"{""name"":""polygon"",""all_points_x"":[381,325,1259,1438],""all_points_y"":[542,616,1295,1274]}","{}"
split1_0150.JPG,976700,"{}",11,5,"{""name"":""polygon"",""all_points_x"":[485,393,1549,1597],""all_points_y"":[391,497,1292,1171]}","{}"
split1_0150.JPG,976700,"{}",11,6,"{""name"":""polygon"",""all_points_x"":[571,505,1582,1592],""all_points_y"":[234,348,1123,951]}","{}"
split1_0150.JPG,976700,"{}",11,7,"{""name"":""polygon"",""all_points_x"":[681,613,1590,1582,1121],""all_points_y"":[89,181,914,722,376]}","{}"
split1_0150.JPG,976700,"{}",11,8,"{""name"":""polygon"",""all_points_x"":[787,727,1201,1587,1582,1287],""all_points_y"":[13,78,383,694,543,311]}","{}"
split1_0150.JPG,976700,"{}",11,9,"{""name"":""polygon"",""all_points_x"":[846,1090,1578,1590],""all_points_y"":[15,7,330,505]}","{}"
split1_0150.JPG,976700,"{}",11,10,"{""name"":""polygon"",""all_points_x"":[1148,1593,1592],""all_points_y"":[2,10,306]}","{}"
split1_0160.JPG,958053,"{}",11,0,"{""name"":""polygon"",""all_points_x"":[245,427,638,341],""all_points_y"":[1154,1295,1289,1077]}","{}"
split1_0160.JPG,958053,"{}",11,1,"{""name"":""polygon"",""all_points_x"":[399,336,694,881],""all_points_y"":[971,1035,1292,1285]}","{}"
split1_0160.JPG,958053,"{}",11,2,"{""name"":""polygon"",""all_points_x"":[419,505,1199,974],""all_points_y"":[952,828,1289,1292]}","{}"
split1_0160.JPG,958053,"{}",11,3,"{""name"":""polygon"",""all_points_x"":[525,566,1145,576,614,1502,1270,1227],""all_points_y"":[793,754,1141,719,648,1292,1289,1270]}","{}"
split1_0160.JPG,958053,"{}",11,4,"{""name"":""polygon"",""all_points_x"":[623,702,1585,1592,1530],""all_points_y"":[611,495,1141,1285,1272]}","{}"
split1_0160.JPG,958053,"{}",11,5,"{""name"":""polygon"",""all_points_x"":[709,765,1593,1592],""all_points_y"":[470,378,959,1106]}","{}"
split1_0160.JPG,958053,"{}",11,6,"{""name"":""polygon"",""all_points_x"":[783,871,1593,1593],""all_points_y"":[340,229,732,921]}","{}"
split1_0160.JPG,958053,"{}",11,7,"{""name"":""polygon"",""all_points_x"":[904,964,1593,1587],""all_points_y"":[210,108,550,699]}","{}"
split1_0160.JPG,958053,"{}",11,8,"{""name"":""polygon"",""all_points_x"":[997,1068,1587,1592],""all_points_y"":[94,0,348,504]}","{}"
split1_0160.JPG,958053,"{}",11,9,"{""name"":""polygon"",""all_points_x"":[1163,1330,1585,1593],""all_points_y"":[12,12,205,300]}","{}"
split1_0160.JPG,958053,"{}",11,10,"{""name"":""polygon"",""all_points_x"":[1373,1592,1590],""all_points_y"":[3,3,162]}","{}"
split1_0170.JPG,950654,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[462,1120,1231,1398,1350,1580,1592],""all_points_y"":[1289,247,316,101,28,12,1279]}","{}"
split1_0180.JPG,938380,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[136,325,0,3],""all_points_y"":[13,159,568,10]}","{}"
split1_0180.JPG,938380,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[1522,1403,1398,1436,1249,1141,682,1592,1585],""all_points_y"":[154,389,416,454,694,624,1284,1285,204]}","{}"
split1_0190.JPG,958667,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[7,320,5],""all_points_y"":[1002,502,243]}","{}"
split1_0190.JPG,958667,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[947,1140,1241,1439,1370,1520,1590,1588],""all_points_y"":[1287,1040,1095,831,773,576,656,1277]}","{}"
split1_0190.JPG,958667,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[94,474,682],""all_points_y"":[12,268,8]}","{}"
split1_0200.JPG,957511,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[5,492,966,868,10],""all_points_y"":[292,649,71,8,8]}","{}"
split1_0200.JPG,957511,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[15,361,7],""all_points_y"":[1257,894,611]}","{}"
split1_0200.JPG,957511,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[1434,1572,1593,1378],""all_points_y"":[1123,903,1289,1297]}","{}"
split1_0210.JPG,956571,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[3,490,995,646,7],""all_points_y"":[470,855,225,2,5]}","{}"
split1_0210.JPG,956571,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[1587,1438,1592],""all_points_y"":[1100,1290,1282]}","{}"
split1_0210.JPG,956571,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[3,270,315,3],""all_points_y"":[1290,1285,1116,818]}","{}"
split1_0220.JPG,922584,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[550,850,1020],""all_points_y"":[7,209,10]}","{}"
split1_0220.JPG,922584,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[1593,1419,1590],""all_points_y"":[687,1012,1138]}","{}"
split1_0230.JPG,950396,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[22,866,1373],""all_points_y"":[15,611,12]}","{}"
split1_0240.JPG,948185,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[0,846,1030,999,1189,1285,1588,1585,7],""all_points_y"":[341,1010,742,686,462,542,83,12,7]}","{}"
split1_0250.JPG,974365,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[10,732,931,1042,997,1193,1289,1590,1587,8],""all_points_y"":[699,1294,1280,1141,1095,866,928,518,8,8]}","{}"
split1_0260.JPG,932129,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[5,280,1292,1593,1590,10],""all_points_y"":[1025,1282,1282,888,8,7]}","{}"
split1_0270.JPG,933007,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[3,1593,1593,13],""all_points_y"":[1290,1297,7,10]}","{}"
split1_0280.JPG,979577,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[2,1221,1592,1593,10],""all_points_y"":[3,2,313,1287,1289]}","{}"
split1_0290.JPG,956627,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[3,767,1587,1588,12],""all_points_y"":[10,3,643,1294,1287]}","{}"
split1_0290.JPG,956627,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[901,966,1597,1328],""all_points_y"":[51,2,3,358]}","{}"
split1_0290.JPG,956627,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[1582,1388,1583],""all_points_y"":[99,411,603]}","{}"
split1_0300.JPG,977700,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[290,1583,1592,3,3],""all_points_y"":[2,1005,1294,1294,3]}","{}"
split1_0300.JPG,977700,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[398,876,1183],""all_points_y"":[2,364,3]}","{}"
split1_0300.JPG,977700,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[904,1274,1416,1590,1593,1333],""all_points_y"":[398,10,7,159,366,701]}","{}"
split1_0300.JPG,977700,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1593,1390,1593],""all_points_y"":[442,759,954]}","{}"
split1_0310.JPG,986992,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[13,424,692],""all_points_y"":[33,348,15]}","{}"
split1_0310.JPG,986992,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[485,767,1479,873],""all_points_y"":[393,0,5,706]}","{}"
split1_0310.JPG,986992,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[1340,906,1308,1593,1588],""all_points_y"":[230,747,1068,691,434]}","{}"
split1_0310.JPG,986992,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[1486,1370,1592,1583],""all_points_y"":[40,205,393,126]}","{}"
split1_0310.JPG,986992,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[3,3,1472],""all_points_y"":[99,1280,1289]}","{}"
split1_0310.JPG,986992,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[1597,1365,1567],""all_points_y"":[803,1118,1282]}","{}"
split1_0320.JPG,959397,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[331,3,5],""all_points_y"":[2,363,8]}","{}"
split1_0320.JPG,959397,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[65,389,1010,419],""all_points_y"":[411,5,10,704]}","{}"
split1_0320.JPG,959397,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[482,1075,1592,1585,893],""all_points_y"":[739,2,7,194,1073]}","{}"
split1_0320.JPG,959397,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1592,944,1133,1429,1597],""all_points_y"":[248,1103,1280,1289,1040]}","{}"
split1_0320.JPG,959397,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[7,1027,2],""all_points_y"":[469,1284,1295]}","{}"
split1_0330.JPG,950081,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[590,17,12,182],""all_points_y"":[13,711,272,8]}","{}"
split1_0330.JPG,950081,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[45,654,1294,460],""all_points_y"":[760,8,12,1092]}","{}"
split1_0330.JPG,950081,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[1381,490,704,1002,1588,1587],""all_points_y"":[2,1118,1295,1280,504,17]}","{}"
split1_0330.JPG,950081,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1600,1095,1575],""all_points_y"":[629,1285,1280]}","{}"
split1_0330.JPG,950081,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[3,580,13],""all_points_y"":[810,1277,1290]}","{}"
split1_0340.JPG,933910,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[412,12,2,840],""all_points_y"":[12,527,1090,15]}","{}"
split1_0340.JPG,933910,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[619,63,287,504,1532,875],""all_points_y"":[368,1108,1284,1289,12,15]}","{}"
split1_0340.JPG,933910,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1587,614,1264,1588],""all_points_y"":[40,1289,1290,843]}","{}"
split1_0340.JPG,933910,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1577,1365,1587],""all_points_y"":[987,1292,1292]}","{}"
split1_0350.JPG,924401,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[692,3,0,1083],""all_points_y"":[15,861,1277,8]}","{}"
split1_0350.JPG,924401,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[1206,843,182,174,787,1587,1578,1285],""all_points_y"":[0,356,1237,1282,1285,275,224,7]}","{}"
split1_0350.JPG,924401,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1587,916,1532,1595],""all_points_y"":[369,1280,1289,1191]}","{}"
split1_0350.JPG,924401,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1388,1598,1593],""all_points_y"":[2,184,3]}","{}"
split1_0360.JPG,931304,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[911,33,12,330,1194],""all_points_y"":[75,1189,1287,1282,253]}","{}"
split1_0360.JPG,931304,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[1251,421,1087,1600,1524],""all_points_y"":[288,1282,1282,608,494]}","{}"
split1_0360.JPG,931304,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1590,1146,1593],""all_points_y"":[720,1282,1284]}","{}"
split1_0360.JPG,931304,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1004,1590,1593],""all_points_y"":[8,465,5]}","{}"
split1_0370.JPG,957092,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[1405,1111,1588,1588],""all_points_y"":[12,388,828,5]}","{}"
split1_0370.JPG,957092,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[951,267,613,1204],""all_points_y"":[432,1284,1284,621]}","{}"
split1_0370.JPG,957092,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[1247,706,1376,1598],""all_points_y"":[653,1285,1285,918]}","{}"
split1_0370.JPG,957092,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[1580,1428,1595],""all_points_y"":[1075,1297,1292]}","{}"
split1_0370.JPG,957092,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[711,17,7],""all_points_y"":[18,903,2]}","{}"
split1_0380.JPG,965250,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[1580,1105,1597],""all_points_y"":[88,759,1184]}","{}"
split1_0380.JPG,965250,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[982,578,933,1212],""all_points_y"":[798,1282,1285,976]}","{}"
split1_0380.JPG,965250,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1246,992,1588,1578,1272],""all_points_y"":[1019,1287,1289,1249,1014]}","{}"
split1_0380.JPG,965250,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1035,18,7,270],""all_points_y"":[8,1275,292,5]}","{}"
split1_0390.JPG,956777,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[485,2,10,325,1015],""all_points_y"":[25,623,1285,1284,396]}","{}"
split1_0390.JPG,956777,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[422,10,8],""all_points_y"":[2,502,7]}","{}"
split1_0390.JPG,956777,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1588,1095,1255,1585],""all_points_y"":[537,1161,1284,1289]}","{}"
split1_0390.JPG,956777,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1146,1030,558,899],""all_points_y"":[195,363,13,5]}","{}"
split1_0400.JPG,959825,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[707,2,3],""all_points_y"":[2,853,2]}","{}"
split1_0400.JPG,959825,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[484,2,3,618,1022],""all_points_y"":[368,972,1284,1285,755]}","{}"
split1_0400.JPG,959825,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[666,557,1029,1164],""all_points_y"":[186,353,732,512]}","{}"
split1_0400.JPG,959825,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1593,1222,1597],""all_points_y"":[871,1282,1287]}","{}"
split1_0410.JPG,975807,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[976,8,8,219],""all_points_y"":[2,1222,280,12]}","{}"
split1_0410.JPG,975807,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[490,35,871,1027],""all_points_y"":[734,1290,1285,1126]}","{}"
split1_0410.JPG,975807,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[679,540,1035,1186],""all_points_y"":[527,709,1095,894]}","{}"
split1_0420.JPG,967901,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[484,3,10,227,1246,1211],""all_points_y"":[5,578,1284,1277,46,13]}","{}"
split1_0420.JPG,967901,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[495,320,769],""all_points_y"":[1087,1292,1289]}","{}"
split1_0420.JPG,967901,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1338,916,1378,1572,1590,1593,1388],""all_points_y"":[68,563,944,701,234,10,22]}","{}"
split1_0420.JPG,967901,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[15,374,3],""all_points_y"":[447,0,8]}","{}"
split1_0430.JPG,980334,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[1588,629,1597],""all_points_y"":[73,1279,1290]}","{}"
